

Microchip Technology PIC18 LITE Macro Assembler V1.32 build 58300 
                                                                                               Wed Aug 06 11:02:16 2014

Microchip Technology Omniscient Code Generator (Lite mode) build 58300
     1                           	processor	18F2550
  1254  000CBE  C04B  F00A         	movff	_maximum+1,___awtoft@c+1
  1255  000CC2  ECBF  F00B         	call	___awtoft	;wreg free
  1256  000CC6  C009  F00D         	movff	?___awtoft,___ftge@ff1
  1257  000CCA  C00A  F00E         	movff	?___awtoft+1,___ftge@ff1+1
  1258  000CCE  C00B  F00F         	movff	?___awtoft+2,___ftge@ff1+2
  1259  000CD2  C04D  F010         	movff	_valueans,___ftge@ff2
  1260  000CD6  C04E  F011         	movff	_valueans+1,___ftge@ff2+1
  1261  000CDA  C04F  F012         	movff	_valueans+2,___ftge@ff2+2
  1262  000CDE  ECBA  F00A         	call	___ftge	;wreg free
  1263  000CE2  B0D8               	btfsc	status,0,c
  1264  000CE4  D014               	goto	l2170
  1265  000CE6  C04D  F001         	movff	_valueans,___fttol@f1
  1266  000CEA  C04E  F002         	movff	_valueans+1,___fttol@f1+1
  1267  000CEE  C04F  F003         	movff	_valueans+2,___fttol@f1+2
  1268  000CF2  ECFC  F009         	call	___fttol	;wreg free
  1269  000CF6  C001  F027         	movff	?___fttol,??_main
  1270  000CFA  C002  F028         	movff	?___fttol+1,??_main+1
  1271  000CFE  C003  F029         	movff	?___fttol+2,??_main+2
  1272  000D02  C004  F02A         	movff	?___fttol+3,??_main+3
  1273  000D06  C027  F04A         	movff	??_main,_maximum
  1274  000D0A  C028  F04B         	movff	??_main+1,_maximum+1
  1275  000D0E                     l2170:
  1276                           
  1277                           ;CurretSense.c: 222: if(selection == 0) bcd(3,valueans);
  1278  000D0E  664C               	tstfsz	_selection,c
  1279  000D10  D018               	goto	l2174
  1280  000D12  C04D  F001         	movff	_valueans,___fttol@f1
  1281  000D16  C04E  F002         	movff	_valueans+1,___fttol@f1+1
  1282  000D1A  C04F  F003         	movff	_valueans+2,___fttol@f1+2
  1283  000D1E  ECFC  F009         	call	___fttol	;wreg free
  1284  000D22  C001  F027         	movff	?___fttol,??_main
  1285  000D26  C002  F028         	movff	?___fttol+1,??_main+1
  1286  000D2A  C003  F029         	movff	?___fttol+2,??_main+2
  1287  000D2E  C004  F02A         	movff	?___fttol+3,??_main+3
  1288  000D32  C027  F010         	movff	??_main,bcd@ui_number
  1289  000D36  C028  F011         	movff	??_main+1,bcd@ui_number+1
  1290  000D3A  0E03               	movlw	3
  1291  000D3C  ECB2  F006         	call	_bcd
  1292  000D40  D00A               	goto	l2178
  1293  000D42                     l2174:
  1294                           
  1295                           ;CurretSense.c: 223: else if(selection == 1) bcd(3,maximum);
  1296  000D42  044C               	decf	_selection,w,c
  1297  000D44  A4D8               	btfss	status,2,c
  1298  000D46  D007               	goto	l2178
  1299  000D48  C04A  F010         	movff	_maximum,bcd@ui_number
  1300  000D4C  C04B  F011         	movff	_maximum+1,bcd@ui_number+1
  1301  000D50  0E03               	movlw	3
  1302  000D52  ECB2  F006         	call	_bcd
  1303  000D56                     l2178:
  1304                           
  1305                           ;CurretSense.c: 225: delay_ms(100);
  1306  000D56  0E00               	movlw	0
  1307  000D58  6E02               	movwf	delay_ms@ui_data+1,c
  1308  000D5A  0E64               	movlw	100
  1309  000D5C  6E01               	movwf	delay_ms@ui_data,c
  1310  000D5E  EC43  F00C         	call	_delay_ms	;wreg free
  1311  000D62  D62B               	goto	l2084
  1312  000D64                     __end_of_main:
  1313                           	opt stack 0
  1314                           tblptru	equ	0xFF8
  1315                           tblptrh	equ	0xFF7
  1316                           tblptrl	equ	0xFF6
  1317                           tablat	equ	0xFF5
  1318                           prodl	equ	0xFF3
  1319                           postinc0	equ	0xFEE
  1320                           wreg	equ	0xFE8
  1321                           postdec1	equ	0xFE5
  1322                           fsr1l	equ	0xFE1
  1323                           indf2	equ	0xFDF
  1324                           fsr2h	equ	0xFDA
  1325                           fsr2l	equ	0xFD9
  1326                           status	equ	0xFD8
  1327                           
  1328 ;; *************** function _lcd_putstr *****************
  1329 ;; Defined at:
  1330 ;;		line 306 in file "CurretSense.c"
  1331 ;; Parameters:    Size  Location     Type
  1332 ;;  str             2    4[COMRAM] PTR unsigned char 
  1333 ;;		 -> STR_4(9), STR_3(9), STR_2(9), STR_1(9), 
  1334 ;; Auto vars:     Size  Location     Type
  1335 ;;		None
  1336 ;; Return value:  Size  Location     Type
  1337 ;;		None               void
  1338 ;; Registers used:
  1339 ;;		wreg, status,2, status,0, tblptrl, tblptrh, tblptru, cstack
  1340 ;; Tracked objects:
  1341 ;;		On entry : 0/0
  1342 ;;		On exit  : 0/0
  1343 ;;		Unchanged: 0/0
  1344 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  1345 ;;      Params:         2       0       0       0       0       0       0       0       0
  1346 ;;      Locals:         0       0       0       0       0       0       0       0       0
  1347 ;;      Temps:          0       0       0       0       0       0       0       0       0
  1348 ;;      Totals:         2       0       0       0       0       0       0       0       0
  1349 ;;Total ram usage:        2 bytes
  1350 ;; Hardware stack levels used:    1
  1351 ;; Hardware stack levels required when called:    4
  1352 ;; This function calls:
  1353 ;;		_lcd_putchar
  1354 ;; This function is called by:
  1355 ;;		_main
  1356 ;; This function uses a non-reentrant model
  1357 ;;
  1358                           
  1359                           	psect	text1
  1360  001836                     __ptext1:
  1361                           	opt stack 0
  1362  001836                     _lcd_putstr:
  1363                           	opt stack 26
  1364                           
  1365                           ;CurretSense.c: 308: while(*str != '\0')
  1366                           
  1367                           ;incstack = 0
  1368  001836  D00A               	goto	l1662
  1369  001838                     l1658:
  1370                           
  1371                           ;CurretSense.c: 309: {
  1372                           ;CurretSense.c: 310: lcd_putchar(*str++);
  1373  001838  C005  FFF6         	movff	lcd_putstr@str,tblptrl
  1374  00183C  C006  FFF7         	movff	lcd_putstr@str+1,tblptrh
  1375  001840                     	if	0	;tblptru may be non-zero
  1376  001840                     	endif
  1377  001840                     	if	0	;tblptru may be non-zero
  1378  001840                     	endif
  1379  001840  0008               	tblrd		*
  1380  001842  50F5               	movf	tablat,w,c
  1381  001844  EC63  F00C         	call	_lcd_putchar
  1382  001848  4A05               	infsnz	lcd_putstr@str,f,c
  1383  00184A  2A06               	incf	lcd_putstr@str+1,f,c
  1384  00184C                     l1662:
  1385  00184C  C005  FFF6         	movff	lcd_putstr@str,tblptrl
  1386  001850  C006  FFF7         	movff	lcd_putstr@str+1,tblptrh
  1387  001854                     	if	0	;tblptru may be non-zero
  1388  001854                     	endif
  1389  001854                     	if	0	;tblptru may be non-zero
  1390  001854                     	endif
  1391  001854  0008               	tblrd		*
  1392  001856  50F5               	movf	tablat,w,c
  1393  001858  0900               	iorlw	0
  1394  00185A  B4D8               	btfsc	status,2,c
  1395  00185C  0012               	return	
  1396  00185E  D7EC               	goto	l1658
  1397  001860                     __end_of_lcd_putstr:
  1398                           	opt stack 0
  1399                           tblptru	equ	0xFF8
  1400                           tblptrh	equ	0xFF7
  1401                           tblptrl	equ	0xFF6
  1402                           tablat	equ	0xFF5
  1403                           prodl	equ	0xFF3
  1404                           postinc0	equ	0xFEE
  1405                           wreg	equ	0xFE8
  1406                           postdec1	equ	0xFE5
  1407                           fsr1l	equ	0xFE1
  1408                           indf2	equ	0xFDF
  1409                           fsr2h	equ	0xFDA
  1410                           fsr2l	equ	0xFD9
  1411                           status	equ	0xFD8
  1412                           
  1413 ;; *************** function _lcd_init *****************
  1414 ;; Defined at:
  1415 ;;		line 234 in file "CurretSense.c"
  1416 ;; Parameters:    Size  Location     Type
  1417 ;;		None
  1418 ;; Auto vars:     Size  Location     Type
  1419 ;;		None
  1420 ;; Return value:  Size  Location     Type
  1421 ;;		None               void
  1422 ;; Registers used:
  1423 ;;		wreg, status,2, status,0, cstack
  1424 ;; Tracked objects:
  1425 ;;		On entry : 0/0
  1426 ;;		On exit  : 0/0
  1427 ;;		Unchanged: 0/0
  1428 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  1429 ;;      Params:         0       0       0       0       0       0       0       0       0
  1430 ;;      Locals:         0       0       0       0       0       0       0       0       0
  1431 ;;      Temps:          0       0       0       0       0       0       0       0       0
  1432 ;;      Totals:         0       0       0       0       0       0       0       0       0
  1433 ;;Total ram usage:        0 bytes
  1434 ;; Hardware stack levels used:    1
  1435 ;; Hardware stack levels required when called:    5
  1436 ;; This function calls:
  1437 ;;		_delay_ms
  1438 ;;		_delay_us
  1439 ;;		_lcd_clear
  1440 ;;		_lcd_config
  1441 ;;		_lcd_e_clock
  1442 ;; This function is called by:
  1443 ;;		_main
  1444 ;; This function uses a non-reentrant model
  1445 ;;
  1446                           
  1447                           	psect	text2
  1448  001604                     __ptext2:
  1449                           	opt stack 0
  1450  001604                     _lcd_init:
  1451                           	opt stack 25
  1452                           
  1453                           ;CurretSense.c: 236: delay_ms(30);
  1454                           
  1455                           ;incstack = 0
  1456  001604  0E00               	movlw	0
  1457  001606  6E02               	movwf	delay_ms@ui_data+1,c
  1458  001608  0E1E               	movlw	30
  1459  00160A  6E01               	movwf	delay_ms@ui_data,c
  1460  00160C  EC43  F00C         	call	_delay_ms	;wreg free
  1461                           
  1462                           ;CurretSense.c: 237: LATBbits.LATB3 = 1;
  1463  001610  868A               	bsf	3978,3,c	;volatile
  1464                           
  1465                           ;CurretSense.c: 239: LATBbits.LATB2 = 0;
  1466  001612  948A               	bcf	3978,2,c	;volatile
  1467                           
  1468                           ;CurretSense.c: 240: delay_us(5);
  1469  001614  0E05               	movlw	5
  1470  001616  ECA1  F00C         	call	_delay_us
  1471                           
  1472                           ;CurretSense.c: 242: LATB = (LATB & 0x0F) | 0b00110000;
  1473  00161A  508A               	movf	3978,w,c	;volatile
  1474  00161C  0B0F               	andlw	15
  1475  00161E  0930               	iorlw	48
  1476  001620  6E8A               	movwf	3978,c	;volatile
  1477                           
  1478                           ;CurretSense.c: 243: lcd_e_clock();
  1479  001622  EC81  F00C         	call	_lcd_e_clock	;wreg free
  1480                           
  1481                           ;CurretSense.c: 244: delay_ms(2);
  1482  001626  0E00               	movlw	0
  1483  001628  6E02               	movwf	delay_ms@ui_data+1,c
  1484  00162A  0E02               	movlw	2
  1485  00162C  6E01               	movwf	delay_ms@ui_data,c
  1486  00162E  EC43  F00C         	call	_delay_ms	;wreg free
  1487                           
  1488                           ;CurretSense.c: 245: LATB = (LATB & 0x0F) | 0b00110000;
  1489  001632  508A               	movf	3978,w,c	;volatile
  1490  001634  0B0F               	andlw	15
  1491  001636  0930               	iorlw	48
  1492  001638  6E8A               	movwf	3978,c	;volatile
  1493                           
  1494                           ;CurretSense.c: 246: lcd_e_clock();
  1495  00163A  EC81  F00C         	call	_lcd_e_clock	;wreg free
  1496                           
  1497                           ;CurretSense.c: 247: delay_ms(2);
  1498  00163E  0E00               	movlw	0
  1499  001640  6E02               	movwf	delay_ms@ui_data+1,c
  1500  001642  0E02               	movlw	2
  1501  001644  6E01               	movwf	delay_ms@ui_data,c
  1502  001646  EC43  F00C         	call	_delay_ms	;wreg free
  1503                           
  1504                           ;CurretSense.c: 248: LATB = (LATB & 0x0F) | 0b00110000;
  1505  00164A  508A               	movf	3978,w,c	;volatile
  1506  00164C  0B0F               	andlw	15
  1507  00164E  0930               	iorlw	48
  1508  001650  6E8A               	movwf	3978,c	;volatile
  1509                           
  1510                           ;CurretSense.c: 249: lcd_e_clock();
  1511  001652  EC81  F00C         	call	_lcd_e_clock	;wreg free
  1512                           
  1513                           ;CurretSense.c: 250: delay_ms(2);
  1514  001656  0E00               	movlw	0
  1515  001658  6E02               	movwf	delay_ms@ui_data+1,c
  1516  00165A  0E02               	movlw	2
  1517  00165C  6E01               	movwf	delay_ms@ui_data,c
  1518  00165E  EC43  F00C         	call	_delay_ms	;wreg free
  1519                           
  1520                           ;CurretSense.c: 252: LATB = (LATB & 0x0F) | 0b00100000;
  1521  001662  508A               	movf	3978,w,c	;volatile
  1522  001664  0B0F               	andlw	15
  1523  001666  0920               	iorlw	32
  1524  001668  6E8A               	movwf	3978,c	;volatile
  1525                           
  1526                           ;CurretSense.c: 253: lcd_e_clock();
  1527  00166A  EC81  F00C         	call	_lcd_e_clock	;wreg free
  1528                           
  1529                           ;CurretSense.c: 254: delay_ms(2);
  1530  00166E  0E00               	movlw	0
  1531  001670  6E02               	movwf	delay_ms@ui_data+1,c
  1532  001672  0E02               	movlw	2
  1533  001674  6E01               	movwf	delay_ms@ui_data,c
  1534  001676  EC43  F00C         	call	_delay_ms	;wreg free
  1535                           
  1536                           ;CurretSense.c: 258: lcd_config(0b00101000);
  1537  00167A  0E28               	movlw	40
  1538  00167C  EC54  F00C         	call	_lcd_config
  1539                           
  1540                           ;CurretSense.c: 264: lcd_config(0b00000110);
  1541  001680  0E06               	movlw	6
  1542  001682  EC54  F00C         	call	_lcd_config
  1543                           
  1544                           ;CurretSense.c: 269: lcd_config(0b00001100);
  1545  001686  0E0C               	movlw	12
  1546  001688  EC54  F00C         	call	_lcd_config
  1547                           
  1548                           ;CurretSense.c: 274: lcd_clear();
  1549  00168C  EC8D  F00C         	call	_lcd_clear	;wreg free
  1550  001690  0012               	return	
  1551  001692                     __end_of_lcd_init:
  1552                           	opt stack 0
  1553                           tblptru	equ	0xFF8
  1554                           tblptrh	equ	0xFF7
  1555                           tblptrl	equ	0xFF6
  1556                           tablat	equ	0xFF5
  1557                           prodl	equ	0xFF3
  1558                           postinc0	equ	0xFEE
  1559                           wreg	equ	0xFE8
  1560                           postdec1	equ	0xFE5
  1561                           fsr1l	equ	0xFE1
  1562                           indf2	equ	0xFDF
  1563                           fsr2h	equ	0xFDA
  1564                           fsr2l	equ	0xFD9
  1565                           status	equ	0xFD8
  1566                           
  1567 ;; *************** function _lcd_clear *****************
  1568 ;; Defined at:
  1569 ;;		line 315 in file "CurretSense.c"
  1570 ;; Parameters:    Size  Location     Type
  1571 ;;		None
  1572 ;; Auto vars:     Size  Location     Type
  1573 ;;		None
  1574 ;; Return value:  Size  Location     Type
  1575 ;;		None               void
  1576 ;; Registers used:
  1577 ;;		wreg, status,2, status,0, cstack
  1578 ;; Tracked objects:
  1579 ;;		On entry : 0/0
  1580 ;;		On exit  : 0/0
  1581 ;;		Unchanged: 0/0
  1582 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  1583 ;;      Params:         0       0       0       0       0       0       0       0       0
  1584 ;;      Locals:         0       0       0       0       0       0       0       0       0
  1585 ;;      Temps:          0       0       0       0       0       0       0       0       0
  1586 ;;      Totals:         0       0       0       0       0       0       0       0       0
  1587 ;;Total ram usage:        0 bytes
  1588 ;; Hardware stack levels used:    1
  1589 ;; Hardware stack levels required when called:    4
  1590 ;; This function calls:
  1591 ;;		_delay_ms
  1592 ;;		_lcd_config
  1593 ;; This function is called by:
  1594 ;;		_main
  1595 ;;		_lcd_init
  1596 ;; This function uses a non-reentrant model
  1597 ;;
  1598                           
  1599                           	psect	text3
  1600  00191A                     __ptext3:
  1601                           	opt stack 0
  1602  00191A                     _lcd_clear:
  1603                           	opt stack 25
  1604                           
  1605                           ;CurretSense.c: 317: lcd_config(0x01);
  1606                           
  1607                           ;incstack = 0
  1608  00191A  0E01               	movlw	1
  1609  00191C  EC54  F00C         	call	_lcd_config
  1610                           
  1611                           ;CurretSense.c: 318: delay_ms(1);
  1612  001920  0E00               	movlw	0
  1613  001922  6E02               	movwf	delay_ms@ui_data+1,c
  1614  001924  0E01               	movlw	1
  1615  001926  6E01               	movwf	delay_ms@ui_data,c
  1616  001928  EC43  F00C         	call	_delay_ms	;wreg free
  1617  00192C  0012               	return	
  1618  00192E                     __end_of_lcd_clear:
  1619                           	opt stack 0
  1620                           tblptru	equ	0xFF8
  1621                           tblptrh	equ	0xFF7
  1622                           tblptrl	equ	0xFF6
  1623                           tablat	equ	0xFF5
  1624                           prodl	equ	0xFF3
  1625                           postinc0	equ	0xFEE
  1626                           wreg	equ	0xFE8
  1627                           postdec1	equ	0xFE5
  1628                           fsr1l	equ	0xFE1
  1629                           indf2	equ	0xFDF
  1630                           fsr2h	equ	0xFDA
  1631                           fsr2l	equ	0xFD9
  1632                           status	equ	0xFD8
  1633                           
  1634 ;; *************** function _lcd_home *****************
  1635 ;; Defined at:
  1636 ;;		line 321 in file "CurretSense.c"
  1637 ;; Parameters:    Size  Location     Type
  1638 ;;		None
  1639 ;; Auto vars:     Size  Location     Type
  1640 ;;		None
  1641 ;; Return value:  Size  Location     Type
  1642 ;;		None               void
  1643 ;; Registers used:
  1644 ;;		wreg, status,2, status,0, cstack
  1645 ;; Tracked objects:
  1646 ;;		On entry : 0/0
  1647 ;;		On exit  : 0/0
  1648 ;;		Unchanged: 0/0
  1649 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  1650 ;;      Params:         0       0       0       0       0       0       0       0       0
  1651 ;;      Locals:         0       0       0       0       0       0       0       0       0
  1652 ;;      Temps:          0       0       0       0       0       0       0       0       0
  1653 ;;      Totals:         0       0       0       0       0       0       0       0       0
  1654 ;;Total ram usage:        0 bytes
  1655 ;; Hardware stack levels used:    1
  1656 ;; Hardware stack levels required when called:    4
  1657 ;; This function calls:
  1658 ;;		_delay_ms
  1659 ;;		_lcd_config
  1660 ;; This function is called by:
  1661 ;;		_main
  1662 ;; This function uses a non-reentrant model
  1663 ;;
  1664                           
  1665                           	psect	text4
  1666  00192E                     __ptext4:
  1667                           	opt stack 0
  1668  00192E                     _lcd_home:
  1669                           	opt stack 26
  1670                           
  1671                           ;CurretSense.c: 323: lcd_config(0x02);
  1672                           
  1673                           ;incstack = 0
  1674  00192E  0E02               	movlw	2
  1675  001930  EC54  F00C         	call	_lcd_config
  1676                           
  1677                           ;CurretSense.c: 324: delay_ms(1);
  1678  001934  0E00               	movlw	0
  1679  001936  6E02               	movwf	delay_ms@ui_data+1,c
  1680  001938  0E01               	movlw	1
  1681  00193A  6E01               	movwf	delay_ms@ui_data,c
  1682  00193C  EC43  F00C         	call	_delay_ms	;wreg free
  1683  001940  0012               	return	
  1684  001942                     __end_of_lcd_home:
  1685                           	opt stack 0
  1686                           tblptru	equ	0xFF8
  1687                           tblptrh	equ	0xFF7
  1688                           tblptrl	equ	0xFF6
  1689                           tablat	equ	0xFF5
  1690                           prodl	equ	0xFF3
  1691                           postinc0	equ	0xFEE
  1692                           wreg	equ	0xFE8
  1693                           postdec1	equ	0xFE5
  1694                           fsr1l	equ	0xFE1
  1695                           indf2	equ	0xFDF
  1696                           fsr2h	equ	0xFDA
  1697                           fsr2l	equ	0xFD9
  1698                           status	equ	0xFD8
  1699                           
  1700 ;; *************** function _lcd_goto *****************
  1701 ;; Defined at:
  1702 ;;		line 348 in file "CurretSense.c"
  1703 ;; Parameters:    Size  Location     Type
  1704 ;;  address         1    wreg     unsigned char 
  1705 ;; Auto vars:     Size  Location     Type
  1706 ;;  address         1    4[COMRAM] unsigned char 
  1707 ;; Return value:  Size  Location     Type
  1708 ;;		None               void
  1709 ;; Registers used:
  1710 ;;		wreg, status,2, status,0, cstack
  1711 ;; Tracked objects:
  1712 ;;		On entry : 0/0
  1713 ;;		On exit  : 0/0
  1714 ;;		Unchanged: 0/0
  1715 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  1716 ;;      Params:         0       0       0       0       0       0       0       0       0
  1717 ;;      Locals:         1       0       0       0       0       0       0       0       0
  1718 ;;      Temps:          0       0       0       0       0       0       0       0       0
  1719 ;;      Totals:         1       0       0       0       0       0       0       0       0
  1720 ;;Total ram usage:        1 bytes
  1721 ;; Hardware stack levels used:    1
  1722 ;; Hardware stack levels required when called:    4
  1723 ;; This function calls:
  1724 ;;		_lcd_config
  1725 ;; This function is called by:
  1726 ;;		_main
  1727 ;; This function uses a non-reentrant model
  1728 ;;
  1729                           
  1730                           	psect	text5
  1731  001954                     __ptext5:
  1732                           	opt stack 0
  1733  001954                     _lcd_goto:
  1734                           	opt stack 26
  1735                           
  1736                           ;incstack = 0
  1737                           ;lcd_goto@address stored from wreg
  1738  001954  6E05               	movwf	lcd_goto@address,c
  1739                           
  1740                           ;CurretSense.c: 350: lcd_config(0x80 + address);
  1741  001956  5005               	movf	lcd_goto@address,w,c
  1742  001958  0F80               	addlw	128
  1743  00195A  EC54  F00C         	call	_lcd_config
  1744  00195E  0012               	return	
  1745  001960                     __end_of_lcd_goto:
  1746                           	opt stack 0
  1747                           tblptru	equ	0xFF8
  1748                           tblptrh	equ	0xFF7
  1749                           tblptrl	equ	0xFF6
  1750                           tablat	equ	0xFF5
  1751                           prodl	equ	0xFF3
  1752                           postinc0	equ	0xFEE
  1753                           wreg	equ	0xFE8
  1754                           postdec1	equ	0xFE5
  1755                           fsr1l	equ	0xFE1
  1756                           indf2	equ	0xFDF
  1757                           fsr2h	equ	0xFDA
  1758                           fsr2l	equ	0xFD9
  1759                           status	equ	0xFD8
  1760                           
  1761 ;; *************** function _lcd_config *****************
  1762 ;; Defined at:
  1763 ;;		line 288 in file "CurretSense.c"
  1764 ;; Parameters:    Size  Location     Type
  1765 ;;  command         1    wreg     unsigned char 
  1766 ;; Auto vars:     Size  Location     Type
  1767 ;;  command         1    3[COMRAM] unsigned char 
  1768 ;; Return value:  Size  Location     Type
  1769 ;;		None               void
  1770 ;; Registers used:
  1771 ;;		wreg, status,2, status,0, cstack
  1772 ;; Tracked objects:
  1773 ;;		On entry : 0/0
  1774 ;;		On exit  : 0/0
  1775 ;;		Unchanged: 0/0
  1776 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  1777 ;;      Params:         0       0       0       0       0       0       0       0       0
  1778 ;;      Locals:         1       0       0       0       0       0       0       0       0
  1779 ;;      Temps:          0       0       0       0       0       0       0       0       0
  1780 ;;      Totals:         1       0       0       0       0       0       0       0       0
  1781 ;;Total ram usage:        1 bytes
  1782 ;; Hardware stack levels used:    1
  1783 ;; Hardware stack levels required when called:    3
  1784 ;; This function calls:
  1785 ;;		_delay_ms
  1786 ;;		_delay_us
  1787 ;;		_lcd_4bit_write
  1788 ;; This function is called by:
  1789 ;;		_lcd_init
  1790 ;;		_lcd_clear
  1791 ;;		_lcd_home
  1792 ;;		_lcd_goto
  1793 ;;		_lcd_set_cursor
  1794 ;; This function uses a non-reentrant model
  1795 ;;
  1796                           
  1797                           	psect	text6
  1798  0018A8                     __ptext6:
  1799                           	opt stack 0
  1800  0018A8                     _lcd_config:
  1801                           	opt stack 26
  1802                           
  1803                           ;incstack = 0
  1804                           ;lcd_config@command stored from wreg
  1805  0018A8  6E04               	movwf	lcd_config@command,c
  1806                           
  1807                           ;CurretSense.c: 290: LATBbits.LATB2 = 0;
  1808  0018AA  948A               	bcf	3978,2,c	;volatile
  1809                           
  1810                           ;CurretSense.c: 291: delay_us(5);
  1811  0018AC  0E05               	movlw	5
  1812  0018AE  ECA1  F00C         	call	_delay_us
  1813                           
  1814                           ;CurretSense.c: 292: lcd_4bit_write(command);
  1815  0018B2  5004               	movf	lcd_config@command,w,c
  1816  0018B4  EC04  F00C         	call	_lcd_4bit_write
  1817                           
  1818                           ;CurretSense.c: 293: delay_ms(1);
  1819  0018B8  0E00               	movlw	0
  1820  0018BA  6E02               	movwf	delay_ms@ui_data+1,c
  1821  0018BC  0E01               	movlw	1
  1822  0018BE  6E01               	movwf	delay_ms@ui_data,c
  1823  0018C0  EC43  F00C         	call	_delay_ms	;wreg free
  1824  0018C4  0012               	return	
  1825  0018C6                     __end_of_lcd_config:
  1826                           	opt stack 0
  1827                           tblptru	equ	0xFF8
  1828                           tblptrh	equ	0xFF7
  1829                           tblptrl	equ	0xFF6
  1830                           tablat	equ	0xFF5
  1831                           prodl	equ	0xFF3
  1832                           postinc0	equ	0xFEE
  1833                           wreg	equ	0xFE8
  1834                           postdec1	equ	0xFE5
  1835                           fsr1l	equ	0xFE1
  1836                           indf2	equ	0xFDF
  1837                           fsr2h	equ	0xFDA
  1838                           fsr2l	equ	0xFD9
  1839                           status	equ	0xFD8
  1840                           
  1841 ;; *************** function _lcd_bcd *****************
  1842 ;; Defined at:
  1843 ;;		line 363 in file "CurretSense.c"
  1844 ;; Parameters:    Size  Location     Type
  1845 ;;  uc_digit        1    wreg     unsigned char 
  1846 ;;  ui_number       2   15[COMRAM] unsigned int 
  1847 ;; Auto vars:     Size  Location     Type
  1848 ;;  uc_digit        1   31[COMRAM] unsigned char 
  1849 ;;  ui_decimal     10   21[COMRAM] unsigned int [5]
  1850 ;; Return value:  Size  Location     Type
  1851 ;;		None               void
  1852 ;; Registers used:
  1853 ;;		wreg, fsr1l, fsr1h, fsr2l, fsr2h, status,2, status,0, cstack
  1854 ;; Tracked objects:
  1855 ;;		On entry : 0/0
  1856 ;;		On exit  : 0/0
  1857 ;;		Unchanged: 0/0
  1858 ;; Data sizes:     COMRAM   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6   BANK7
  1859 ;;      Params:         2       0       0       0       0       0       0       0       0
  1860 ;;      Locals:        11       0       0       0       0       0       0       0       0
  1861 ;;      Temps:          4       0       0       0       0       0       0       0       0
  1862 ;;      Totals:        17       0       0       0       0       0       0       0       0
  1863 ;;Total ram usage:       17 bytes
  1864 ;; Hardware stack levels used:    1
  1865 ;; Hardware stack levels required when called:    4
  1866 ;; This function calls:
  1867 ;;		___lwdiv
  1868 ;;		___lwmod
  1869 ;;		_lcd_putchar
  1870 ;; This function is called by:
  1871 ;;		_main
  1872 ;; This function uses a non-reentrant model
  1873 ;;
  1874                           
  1875                           	psect	text7
  1876  001106                     __ptext7:
  1877                           	opt stack 0
  1878  001106                     _lcd_bcd:
  1879                           	opt stack 26
  1880                           
  1881                           ;incstack = 0
  1882                           ;lcd_bcd@uc_digit stored from wreg
  1883  001106  6E20               	movwf	lcd_bcd@uc_digit,c
  1884                           
  1885                           ;CurretSense.c: 365: unsigned int ui_decimal[5] ={ 0 };
  1886  001108  EE20  F035         	lfsr	2,lcd_bcd@F4836
  1887  00110C  EE10  F016         	lfsr	1,lcd_bcd@ui_decimal
  1888  001110  0E0A               	movlw	10
  1889  001112                     u1181:
  1890  001112  CFDE FFE6          	movff	postinc2,postinc1
  1891  001116  2EE8               	decfsz	wreg,f,c
  1892  001118  D7FC               	goto	u1181
  1893                           
  1894                           ;CurretSense.c: 367: ui_decimal[4] = ui_number/10000;
  1895  00111A  C010  F001         	movff	lcd_bcd@ui_number,___lwdiv@dividend
  1896  00111E  C011  F002         	movff	lcd_bcd@ui_number+1,___lwdiv@dividend+1
  1897  001122  0E27               	movlw	39
  1898  001124  6E04               	movwf	___lwdiv@divisor+1,c
  1899  001126  0E10               	movlw	16
  1900  001128  6E03               	movwf	___lwdiv@divisor,c
  1901  00112A  EC49  F00B         	call	___lwdiv	;wreg free
  1902  00112E  C001  F01E         	movff	?___lwdiv,lcd_bcd@ui_decimal+8
  1903  001132  C002  F01F         	movff	?___lwdiv+1,lcd_bcd@ui_decimal+9
  1904                           
  1905                           ;CurretSense.c: 368: ui_decimal[3] = ui_number%10000;
  1906  001136  C010  F001         	movff	lcd_bcd@ui_number,___lwmod@dividend
  1907  00113A  C011  F002         	movff	lcd_bcd@ui_number+1,___lwmod@dividend+1
  1908  00113E  0E27               	movlw	39
  1909  001140  6E04               	movwf	___lwmod@divisor+1,c
  1910  001142  0E10               	movlw	16
  1911  001144  6E03               	movwf	___lwmod@divisor,c
  1912  001146  ECE3  F00B         	call	___lwmod	;wreg free
  1913  00114A  C001  F01C         	movff	?___lwmod,lcd_bcd@ui_decimal+6
